Budget,Language,Country,Year,Name,Rate,Genre
19000000,en,United States of America,1995,Restoration,6.3,Drama
20000000,en,United States of America,1995,To Die For,6.7,Fantasy
20000000,en,United States of America,1995,A Walk in the Clouds,6.5,Drama
20000000,en,United States of America,1995,Screamers,6.1,Horror
20000000,en,United States of America,1995,Hackers,6.2,Action
21000000,en,United States of America,1995,Boys on the Side,6.3,Comedy
22000000,en,United States of America,1995,The Net,5.6,Crime
24000000,en,United States of America,1995,The Bridges of Madison County,7.3,Drama
25000000,en,United States of America,1995,Tank Girl,5.5,Action
25000000,en,United States of America,1995,Johnny Mnemonic,5.5,Adventure
25000000,en,United States of America,1995,Clockers,6.8,Mystery
25000000,en,United States of America,1995,Steal Big Steal Little,5.1,Comedy
27000000,en,United States of America,1995,Devil in a Blue Dress,6.3,Drama
28000000,en,United States of America,1995,The Pebble and the Penguin,5.2,Animation
28000000,en,United States of America,1995,Rob Roy,6.5,Adventure
29500000,en,United States of America,1995,Twelve Monkeys,7.4,Science Fiction
30000000,en,United States of America,1995,Babe,6,Fantasy
30000000,en,United States of America,1995,Virtuosity,5.4,Action
30000000,en,United States of America,1995,Toy Story,7.7,Animation
30000000,en,United States of America,1995,Ace Ventura: When Nature Calls,6.1,Crime
30000000,en,United States of America,1995,Wild Bill,5.9,Action
30250000,en,United States of America,1995,Get Shorty,6.4,Comedy
32000000,en,United States of America,1995,The Quick and the Dead,6.2,Action
32000000,en,United States of America,1995,Tall Tale,6.6,Adventure
33000000,en,United States of America,1995,Se7en,8.1,Crime
33500000,en,United States of America,1995,Theodore Rex,3.6,Fantasy
35000000,en,United States of America,1995,Species,5.5,Science Fiction
35000000,en,United States of America,1995,The Horseman on the Roof,6.7,War
35000000,en,United States of America,1995,Sudden Death,5.5,Action
40000000,en,United States of America,1995,Kiss of Death,5.7,Action
42000000,en,United States of America,1995,Strange Days,6.8,Crime
44000000,en,United States of America,1995,Nixon,7.1,History
45000000,en,United States of America,1995,The Indian in the Cupboard,5.9,Adventure
45000000,en,United States of America,1995,Showgirls,4.9,Drama
50000000,en,United States of America,1995,Outbreak,6.4,Action
50000000,en,United States of America,1995,Casper,6,Fantasy
50000000,en,United States of America,1995,Congo,5,Action
50000000,en,United States of America,1995,Assassins,6,Action
50000000,en,United States of America,1995,Jade,5.1,Action
50000000,en,United States of America,1995,The Scarlet Letter,5.5,Drama
50000000,en,United States of America,1995,Fair Game,4.1,Action
52000000,en,United States of America,1995,Apollo 13,7.3,Drama
52000000,en,United States of America,1995,Casino,7.8,Drama
53000000,en,United States of America,1995,Crimson Tide,7,Action
55000000,en,United States of America,1995,Pocahontas,6.7,Adventure
55000000,en,United States of America,1995,First Knight,5.9,Action
58000000,en,United States of America,1995,GoldenEye,6.6,Adventure
58000000,en,United States of America,1995,Sabrina,6.2,Comedy
60000000,en,United States of America,1995,Under Siege 2: Dark Territory,5.6,Action
60000000,en,United States of America,1995,Money Train,5.4,Action
60000000,en,United States of America,1995,Heat,7.7,Action
62000000,en,United States of America,1995,The American President,6.5,Comedy
65000000,en,United States of America,1995,Jumanji,6.9,Adventure
72000000,en,United States of America,1995,Braveheart,7.7,Action
90000000,en,United States of America,1995,Die Hard: With a Vengeance,6.9,Action
90000000,en,United States of America,1995,Judge Dredd,5.4,Science Fiction
98000000,en,United States of America,1995,Cutthroat Island,5.7,Action
100000000,en,United States of America,1995,Batman Forever,5.2,Action
175000000,en,United States of America,1995,Waterworld,5.9,Adventure
30000000,en,United States of America,1996,The Wind in the Willows,4.9,Fantasy
200000,en,United States of America,1996,Habit,6.3,Horror
200000,en,United States of America,1996,Swingers,6.8,Comedy
350000,en,United States of America,1996,Tromeo & Juliet,6,Comedy
500000,en,United States of America,1996,Manny & Lo,6.3,Drama
500000,en,United States of America,1996,Loaded,4,Drama
500000,en,United States of America,1996,Three Lives and Only One Death,8,Comedy
500000,en,United States of America,1996,Kadhal Kottai,7,Romance
1000000,en,United States of America,1996,Alien Escape,4.5,Horror
1000000,en,United States of America,1996,Seasick,0,Thriller
1000000,en,United States of America,1996,Sling Blade,7.4,Drama
1300000,en,United States of America,1996,The Whole Wide World,6.4,Drama
1850000,en,United States of America,1996,Small Faces,6.4,
2300000,en,United States of America,1996,Curdled,6.2,Comedy
2400000,en,United States of America,1996,Get on the Bus,7,Drama
2500000,en,United States of America,1996,The Dentist,5.1,Horror
2962051,en,United States of America,1996,Basquiat,6.6,Drama
3000000,en,United States of America,1996,Hard Eight,6.8,Drama
3000000,en,United States of America,1996,Ridicule,7.4,Comedy
3000000,en,United States of America,1996,Freeway,6.5,Comedy
3000000,en,United States of America,1996,Sometimes They Come Back... Again,4,Horror
3000000,en,United States of America,1996,Kama Sutra - A Tale of Love,5.7,Drama
3000000,en,United States of America,1996,Citizen Ruth,6.8,Drama
3500000,en,United States of America,1996,She's the One,5.7,Comedy
4000000,en,United States of America,1996,The Grave,0,Comedy
4000000,en,United States of America,1996,Trainspotting,7.8,Drama
4000000,en,United States of America,1996,Hellraiser: Bloodline,4.9,Horror
4000000,en,United States of America,1996,Tremors 2: Aftershocks,5.9,Horror
4500000,en,United States of America,1996,Secrets & Lies,7.1,Drama
4500000,en,United States of America,1996,Bound,6.9,Crime
4800000,en,United States of America,1996,Original Gangstas,5.5,Action
5000000,en,United States of America,1996,Doctor Who,6,TV Movie
5000000,en,United States of America,1996,Lone Star,6.9,Drama
6000000,en,United States of America,1996,The Late Shift,5.8,Comedy
6000000,en,United States of America,1996,Emma,6.7,Drama
6000000,en,United States of America,1996,The Spitfire Grill,6.8,Comedy
6000000,en,United States of America,1996,Albino Alligator,5.6,Crime
7000000,en,United States of America,1996,Jude,6.6,Drama
7000000,en,United States of America,1996,Bottle Rocket,6.8,Comedy
7000000,en,United States of America,1996,Flirting with Disaster,6.3,Comedy
7000000,en,United States of America,1996,Fargo,7.7,Crime
7000000,en,United States of America,1996,Bad Moon,5.7,Horror
7000000,en,United States of America,1996,Generation X,4,TV Movie
8000000,en,United States of America,1996,The Pallbearer,4.6,Comedy
8000000,en,United States of America,1996,The Trigger Effect,6.6,Drama
9000000,en,United States of America,1996,Set It Off,6.9,Drama
10000000,en,United States of America,1996,Crash,6.5,Drama
12000000,en,United States of America,1996,Happy Gilmore,6.5,Comedy
12000000,en,United States of America,1996,Girl 6,5.7,Comedy
12000000,en,United States of America,1996,Harriet the Spy,5.7,Comedy
12000000,en,United States of America,1996,Beavis and Butt-Head Do America,6.5,Animation
12500000,en,United States of America,1996,The Funeral,7.3,Crime
13000000,en,United States of America,1996,Faithful,4.8,Comedy
13000000,en,United States of America,1996,Joe's Apartment,5,Fantasy
13000000,en,United States of America,1996,The Crow: City of Angels,5.2,Action
13000000,en,United States of America,1996,Titanic,6.3,Action
14000000,en,United States of America,1996,Scream,7,Crime
14500000,en,United States of America,1996,Romeo + Juliet,6.7,Drama
15000000,en,United States of America,1996,Bio-Dome,4.4,Comedy
15000000,en,United States of America,1996,Big Bully,3.9,Comedy
15000000,en,United States of America,1996,The Craft,6.3,Drama
15000000,en,United States of America,1996,Silent Trigger,5,Drama
15000000,en,United States of America,1996,Bordello of Blood,5,Horror
16000000,en,United States of America,1996,Dunston Checks In,5.1,Adventure
16000000,en,United States of America,1996,Surviving Picasso,5.3,Drama
17000000,en,United States of America,1996,Carpool,4.9,Comedy
18000000,en,United States of America,1996,Unforgettable,5.3,Drama
18000000,en,United States of America,1996,Spy Hard,4.9,Action
18000000,en,United States of America,1996,Kansas City,6.1,Thriller
19000000,en,United States of America,1996,From Dusk Till Dawn,6.9,Horror
20000000,en,United States of America,1996,Eye for an Eye,5.8,Drama
20000000,en,United States of America,1996,Kazaam,3.6,Fantasy
20000000,en,United States of America,1996,Everyone Says I Love You,6.5,Music
23000000,en,United States of America,1996,Alaska,5.2,Adventure
23000000,en,United States of America,1996,Marvin's Room,6.6,Drama
25000000,en,United States of America,1996,Space Truckers,5.6,Comedy
25000000,en,United States of America,1996,Mrs. Winterbourne,5.5,Comedy
25000000,en,United States of America,1996,Heaven's Prisoners,5,Drama
25000000,en,United States of America,1996,The Arrival,6.1,Action
25000000,en,United States of America,1996,Fled,5.2,Action
25000000,en,United States of America,1996,Bulletproof,5.4,Action
25000000,en,United States of America,1996,Maximum Risk,5.3,Action
25000000,en,United States of America,1996,The Crucible,6.7,Drama
25530000,en,United States of America,1996,Flipper,5.3,Adventure
26000000,en,United States of America,1996,The First Wives Club,6.5,Comedy
26000000,en,United States of America,1996,Blood and Wine,5.5,Crime
27000000,en,United States of America,1996,Kingpin,6.7,Comedy
27000000,en,United States of America,1996,The English Patient,7,Drama
28000000,en,United States of America,1996,Gulliver's Travels,6.9,Adventure
28000000,en,United States of America,1996,Michael Collins,6.8,Drama
30000000,en,United States of America,1996,Primal Fear,7.4,Crime
30000000,en,United States of America,1996,The Quest,5.3,Action
30000000,en,United States of America,1996,The Frighteners,6.7,Horror
30000000,en,United States of America,1996,Larger Than Life,5.4,Family
31000000,en,United States of America,1996,The Birdcage,6.7,Comedy
32000000,en,United States of America,1996,Phenomenon,6.2,Drama
32000000,en,United States of America,1996,Bogus,5.4,Fantasy
35000000,en,United States of America,1996,Before and After,5.8,Drama
36000000,en,United States of America,1996,Matilda,6.9,Comedy
36000000,en,United States of America,1996,The People vs. Larry Flynt,6.8,Drama
38000000,en,United States of America,1996,White Squall,6.3,Action
38000000,en,United States of America,1996,James and the Giant Peach,6.2,Adventure
38000000,en,United States of America,1996,Extreme Measures,5.7,Drama
40000000,en,United States of America,1996,A Time to Kill,7,Crime
40000000,en,United States of America,1996,The Island of Dr. Moreau,4.6,Fantasy
40000000,en,United States of America,1996,The Preacher's Wife,5.4,Fantasy
42000000,en,United States of America,1996,The Mirror Has Two Faces,6.5,Comedy
44000000,en,United States of America,1996,The Juror,5.5,Drama
44000000,en,United States of America,1996,Sleepers,7.3,Crime
45000000,en,United States of America,1996,The Phantom,4.7,Adventure
45000000,en,United States of America,1996,Multiplicity,5.5,Comedy
45000000,en,United States of America,1996,Jack,5.9,Comedy
45000000,en,United States of America,1996,Tin Cup,5.9,Comedy
45000000,en,United States of America,1996,The Glimmer Man,4.7,Action
46000000,en,United States of America,1996,Courage Under Fire,6.2,Drama
46000000,en,United States of America,1996,Star Trek: First Contact,7,Science Fiction
47000000,en,United States of America,1996,Mary Reilly,5.7,Drama
47000000,en,United States of America,1996,The Cable Guy,5.7,Comedy
50000000,en,United States of America,1996,Broken Arrow,5.7,Action
50000000,en,United States of America,1996,Striptease,4.4,Drama
50000000,en,United States of America,1996,Chain Reaction,5.3,Action
50000000,en,United States of America,1996,Escape from L.A.,5.6,Action
50000000,en,United States of America,1996,The Chamber,5.9,Crime
50000000,en,United States of America,1996,The Ghost and the Darkness,6.4,Adventure
50000000,en,United States of America,1996,Jerry Maguire,6.7,Comedy
54000000,en,United States of America,1996,The Nutty Professor,5.4,Fantasy
54000000,en,United States of America,1996,101 Dalmatians,5.6,Comedy
55000000,en,United States of America,1996,Executive Decision,5.8,Action
55000000,en,United States of America,1996,The Fan,5.7,Drama
55000000,en,United States of America,1996,Evita,5.9,History
57000000,en,United States of America,1996,DragonHeart,6.4,Fantasy
60000000,en,United States of America,1996,Up Close & Personal,5.9,Drama
60000000,en,United States of America,1996,Jingle All the Way,5.5,Family
65000000,en,United States of America,1996,The Long Kiss Goodnight,6.4,Crime
67000000,en,United States of America,1996,Last Man Standing,6.2,Action
70000000,en,United States of America,1996,Mars Attacks!,6.1,Comedy
75000000,en,United States of America,1996,The Rock,6.9,Action
75000000,en,United States of America,1996,Independence Day,6.7,Action
80000000,en,United States of America,1996,Mission: Impossible,6.7,Adventure
80000000,en,United States of America,1996,Ransom,6.4,Action
80000000,en,United States of America,1996,Space Jam,6.5,Animation
