Budget,Year,Name,Rate,Genre
3,1996,Larger Than Life,5.4,Family
3.1,1996,The Birdcage,6.7,Comedy
3.2,1996,Phenomenon,6.2,Drama
3.2,1996,Bogus,5.4,Fantasy
3.5,1996,Before and After,5.8,Drama
3.6,1996,Matilda,6.9,Comedy
3.6,1996,The People vs. Larry Flynt,6.8,Drama
3.8,1996,White Squall,6.3,Action
3.8,1996,James and the Giant Peach,6.2,Adventure
3.8,1996,Extreme Measures,5.7,Drama
4,1996,A Time to Kill,7,Crime
4,1996,The Island of Dr. Moreau,4.6,Fantasy
4,1996,The Preacher's Wife,5.4,Fantasy
4.2,1996,The Mirror Has Two Faces,6.5,Comedy
4.4,1996,The Juror,5.5,Drama
4.4,1996,Sleepers,7.3,Crime
4.5,1996,The Phantom,4.7,Adventure
4.5,1996,Multiplicity,5.5,Comedy
4.5,1996,Jack,5.9,Comedy
4.5,1996,Tin Cup,5.9,Comedy
4.5,1996,The Glimmer Man,4.7,Action
4.6,1996,Courage Under Fire,6.2,Drama
4.6,1996,Star Trek: First Contact,7,Science Fiction
4.7,1996,Mary Reilly,5.7,Drama
4.7,1996,The Cable Guy,5.7,Comedy
5,1996,Broken Arrow,5.7,Action
5,1996,Striptease,4.4,Drama
5,1996,Chain Reaction,5.3,Action
5,1996,Escape from L.A.,5.6,Action
5,1996,The Chamber,5.9,Crime
5,1996,The Ghost and the Darkness,6.4,Adventure
5,1996,Jerry Maguire,6.7,Comedy
5.4,1996,The Nutty Professor,5.4,Fantasy
5.4,1996,101 Dalmatians,5.6,Comedy
5.5,1996,Executive Decision,5.8,Action
5.5,1996,The Fan,5.7,Drama
5.5,1996,Evita,5.9,History
5.7,1996,DragonHeart,6.4,Fantasy
6,1996,Up Close & Personal,5.9,Drama
6,1996,Jingle All the Way,5.5,Family
6.5,1996,The Long Kiss Goodnight,6.4,Crime
6.7,1996,Last Man Standing,6.2,Action
7,1996,Mars Attacks!,6.1,Comedy
7.5,1996,The Rock,6.9,Action
7.5,1996,Independence Day,6.7,Action
8,1996,Mission: Impossible,6.7,Adventure
8,1996,Ransom,6.4,Action
8,1996,Space Jam,6.5,Animation
8,1996,Daylight,5.8,Action
9.2,1996,Twister,6.1,Action
10,1996,The Hunchback of Notre Dame,6.8,Drama
10,1996,Eraser,5.6,Action
3,1997,Bloodletting,5,Horror
0.013,1997,Running Time,6.2,Crime
0.0137731,1997,Paws,3.9,Adventure
0.025,1997,Chasing Amy,6.7,Comedy
0.025,1997,The Sticky Fingers of Time,4.8,Science Fiction
0.025,1997,Cube,6.9,Thriller
0.05,1997,Squeeze,6,Crime
0.05,1997,A Gun For Jennifer,7,Drama
0.07,1997,Robinson in Space,7.5,Documentary
0.07,1997,Blast,3.8,Action
0.0786675,1997,The Castle,7.4,Drama
0.0835,1997,Sara,7,Drama
0.1,1997,Best Men,5.6,Comedy
0.1,1997,The Night Flier,5.7,Mystery
0.1,1997,Til There Was You,3.9,Comedy
0.1,1997,Orgazmo,6.2,Comedy
0.1,1997,Two Girls and a Guy,5.4,Drama
0.1,1997,Under the Skin,7.6,Drama
0.12,1997,Changing Habits,1,Romance
0.13,1997,Gummo,6.5,Drama
0.15,1997,The House of Yes,6.3,Comedy
0.2,1997,The Myth Of Fingerprints,3.4,Drama
0.2,1997,The Shadow Men,3.6,Horror
0.3,1997,Air Bud,5.3,Comedy
0.3,1997,Shooting Fish,7,Crime
0.35,1997,Drive,6.6,Action
0.35,1997,The Full Monty,6.9,Comedy
0.5,1997,The Sweet Hereafter,6.8,Drama
0.5,1997,The End of Violence,5.1,Drama
0.5,1997,Wishmaster,5.6,Horror
0.5,1997,The Apostle,6.1,Drama
0.6,1997,Affliction,5.8,Drama
0.7,1997,"Honey, We Shrunk Ourselves",5.1,Adventure
0.7,1997,Lawn Dogs,7.3,Drama
0.78,1997,The Arrow,4.7,Documentary
0.8,1997,Prefontaine,6.7,Drama
0.8,1997,City of Industry,5.6,Crime
0.9,1997,Nil by Mouth,7.1,Drama
1,1997,Love Jones,8.1,Comedy
1,1997,Turbo: A Power Rangers Movie,4.6,Action
1,1997,The Spanish Prisoner,7.1,Crime
1,1997,Good Will Hunting,7.9,Drama
1.2,1997,Playing God,5.6,Drama
1.2,1997,A Life Less Ordinary,6.2,Fantasy
1.2,1997,Jackie Brown,7.3,Comedy
1.4,1997,Love's Deadly Triangle: The Texas Cadet Murder,5,Drama
1.5,1997,Lost Highway,7.5,Drama
1.5,1997,David,8.2,Drama
1.5,1997,Cop Land,6.6,Action
1.5,1997,Boogie Nights,7.5,Drama
1.5,1997,Trojan War,5.4,Comedy
1.5,1997,Wag the Dog,6.7,Comedy
1.6,1997,The Beautician and the Beast,5.2,Comedy
1.6,1997,Paradise Road,6.2,War
1.6,1997,Steel,4.2,Science Fiction
1.6,1997,RocketMan,5.4,Comedy
1.65,1997,Austin Powers: International Man of Mystery,6.5,Science Fiction
1.7,1997,The Pest,5,Action
1.7,1997,I Know What You Did Last Summer,5.6,Horror
1.8,1997,Bean,6.3,Comedy
1.8,1997,She's So Lovely,5.3,Drama
1.8,1997,The Ice Storm,6.9,Drama
1.9,1997,Picture Perfect,5.1,Comedy
1.9,1997,U Turn,6.5,Thriller
2,1997,Selena,7.1,Drama
2,1997,One Eight Seven,6.5,Drama
2,1997,Deconstructing Harry,7.3,Comedy
2,1997,The Man Who Knew Too Little,6.5,Comedy
2.2,1997,An American Werewolf in Paris,5.3,Horror
2.4,1997,One Night Stand,5.7,Drama
2.4,1997,Scream 2,6.1,Horror
2.5,1997,Vegas Vacation,6,Comedy
2.5,1997,Nothing to Lose,6.3,Action
2.5,1997,Most Wanted,5.8,Action
2.5,1997,Spice World,4.7,Adventure
2.6,1997,Snow White: A Tale of Terror,6,Fantasy
2.7,1997,Kiss the Girls,6.2,Drama
2.8,1997,Private Parts,6.7,Comedy
2.8,1997,A Simple Wish,5.5,Adventure
2.8,1997,Kundun,6.8,Drama
2.9,1997,The Borrowers,5.8,Adventure
3,1997,Rosewood,6.7,Drama
3,1997,Double Team,4.4,Action
3,1997,Mimic,5.7,Fantasy
3,1997,Hoodlum,6.5,Crime
3,1997,Mortal Kombat: Annihilation,3.8,Action
3,1997,Mr. Magoo,3.9,Comedy
3.2,1997,Cats Don't Dance,7.1,Animation
3.2,1997,Home Alone 3,5.1,Comedy
3.5,1997,Smilla's Sense of Snow,6.6,Action
3.5,1997,Donnie Brasco,7.4,Crime
3.5,1997,Anna Karenina,6.4,Drama
3.5,1997,In & Out,6.3,Comedy
3.5,1997,L.A. Confidential,7.7,Crime
3.5,1997,Midnight in the Garden of Good and Evil,6.3,Crime
3.5,1997,For Richer or Poorer,5.6,Comedy
3.6,1997,Breakdown,6.6,Drama
3.6,1997,Gattaca,7.5,Thriller
3.6,1997,Amistad,6.8,Drama
3.7,1997,Switchback,5.8,Action
3.8,1997,My Best Friend's Wedding,6.4,Comedy
3.8,1997,MouseHunt,6.2,Comedy
4,1997,Spawn,5,Action
4,1997,The Rainmaker,6.7,Drama
4.5,1997,Shadow Conspiracy,4,Action
4.5,1997,Liar Liar,6.4,Comedy
4.5,1997,Anaconda,4.8,Adventure
4.8,1997,Red Corner,5.9,Crime
5,1997,Absolute Power,6.4,Crime
5,1997,G.I. Jane,6,Action
5,1997,The Game,7.5,Drama
5,1997,The Peacemaker,5.8,Action
5,1997,Mad City,5.9,Action
5,1997,As Good as It Gets,7.2,Comedy
5.3,1997,Gone Fishin',4.7,Comedy
5.3,1997,Anastasia,7.4,Animation
5.5,1997,Turbulence,5.2,Action
5.5,1997,Metro,5.3,Action
5.5,1997,George of the Jungle,5.4,Adventure
5.7,1997,The Devil's Advocate,7.2,Drama
6,1997,The Relic,5.8,Horror
6,1997,Event Horizon,6.4,Horror
6,1997,Fire Down Below,5,Action
6,1997,The Jackal,6.1,Action
6.2,1997,Lolita,7,Drama
6.8,1997,The Saint,5.9,Thriller
7,1997,Seven Years in Tibet,7,Adventure
7,1997,Alien: Resurrection,5.9,Science Fiction
7.3,1997,The Lost World: Jurassic Park,6.2,Adventure
7.5,1997,Con Air,6.5,Action
7.5,1997,Conspiracy Theory,6.5,Action
8,1997,Face/Off,6.8,Action
8,1997,Flubber,5.3,Comedy
8,1997,The Postman,6.1,Drama
8.5,1997,Fathers' Day,5.1,Comedy
8.5,1997,Hercules,7.3,Animation
8.5,1997,Air Force One,6.2,Action
9,1997,The Devil's Own,5.9,Crime
9,1997,Volcano,5.2,Science Fiction
9,1997,The Fifth Element,7.3,Adventure
9,1997,Men in Black,6.9,Action
9,1997,Contact,7.2,Drama
10.5,1997,Starship Troopers,6.7,Adventure
11,1997,Tomorrow Never Dies,6,Adventure
11.6,1997,Dante's Peak,5.8,Action
12.5,1997,Batman & Robin,4.2,Action
16,1997,Speed 2: Cruise Control,4.1,Action
20,1997,Titanic,7.5,Drama
3,1998,Slam,6.7,Drama
3,1998,The Misadventures of Margaret,10,Romance
3,1998,I Married a Strange Person!,7.5,Drama
3,1998,Following,7.2,Crime
3,1998,"Blood, Guts, Bullets and Octane",6,Action
3,1998,The Terrorist,8.1,Drama
3,1998,Pi,7.1,Mystery
3,1998,Leather Jacket Love Story,9,Drama
0.0147773,1998,The Proposition,5.8,Drama
0.03,1998,"First Love, Last Rites",3,Drama
0.05,1998,Ground Control,5.6,Action
0.065,1998,Phantasm IV: Oblivion,4.9,Horror
0.0891,1998,A Place Called Chiapas,6.9,Documentary
0.1,1998,Dead Man's Curve,5.1,Drama
0.107,1998,Forever Fever,5.1,Comedy
0.11,1998,Strangeland,4.7,Horror
0.135,1998,"Lock, Stock and Two Smoking Barrels",7.5,Comedy
0.15,1998,Buffalo '66,7.2,Romance
0.15,1998,Edge of Seventeen,5.7,Comedy
0.2,1998,Carnival of Souls,3.4,Horror
0.2,1998,Six-String Samurai,5.8,Action
0.2,1998,The Unknown Cyclist,5,Drama
0.3,1998,Happiness,7.4,Comedy
0.35,1998,Dad Savage,6.4,Crime
0.35,1998,Ringmaster,3.8,Comedy
0.4,1998,Wicked,5.3,Thriller
0.45,1998,Mars,4.9,Action
0.5,1998,Zero Effect,6,Comedy
0.5,1998,Your Friends & Neighbors,5.9,Drama
0.5,1998,The Opposite of Sex,5.9,Comedy
0.5,1998,Slums of Beverly Hills,6.5,Comedy
0.6,1998,Wide Awake,5.2,Comedy
0.6,1998,Sliding Doors,6.6,Comedy
0.6,1998,Hell's Kitchen,5.4,Crime
0.7,1998,CounterForce,6.8,Action
0.8,1998,Half Baked,6.4,Comedy
0.8,1998,The Last Days of Disco,6.8,Comedy
0.8,1998,The Temptations,6.9,Music
0.9,1998,Rushmore,7.5,Comedy
1,1998,Gods and Monsters,6.8,Drama
1,1998,"An Alan Smithee Film: Burn, Hollywood, Burn",3,Comedy
1,1998,Can't Hardly Wait,6.1,Comedy
1,1998,Jane Austen's Mafia!,5.4,Comedy
1,1998,Savior,7.1,History
1.2,1998,Overnight Delivery,5.8,Comedy
1.2,1998,Rounders,6.9,Drama
1.2,1998,Living Out Loud,5.4,Comedy
1.2,1998,Hideous Kinky,6.2,Romance
1.3,1998,The Big Hit,6.1,Action
1.3,1998,Woo,5.5,Comedy
1.3,1998,54,5.5,Music
1.4,1998,Urban Legend,5.6,Horror
1.4,1998,Apt Pupil,6.2,Drama
1.5,1998,The Big Lebowski,7.8,Comedy
1.5,1998,The Object of My Affection,5.6,Comedy
1.5,1998,Disturbing Behavior,5.5,Mystery
1.5,1998,Home Fries,4.8,Drama
1.5,1998,The Faculty,6.2,Horror
1.7,1998,Halloween: H20,5.7,Horror
1.7,1998,A Night at the Roxbury,5.9,Comedy
1.8,1998,The Wedding Singer,6.5,Romance
1.8,1998,The Red Violin,7.2,Drama
1.85,1998,Fear and Loathing in Las Vegas,7.2,Adventure
1.9,1998,Firestorm,4.7,Action
2,1998,Wild Things,6.3,Thriller
2,1998,Vampires,5.8,Action
2,1998,Goodbye Lover,5.8,Thriller
2,1998,How Stella Got Her Groove Back,6,Comedy
2,1998,Simon Birch,6.5,Comedy
2,1998,American History X,8.2,Drama
2,1998,Legionnaire,5.2,Adventure
2,1998,Playing by Heart,6.6,Drama
2.3,1998,There's Something About Mary,6.5,Romance
2.3,1998,The Waterboy,5.9,Comedy
2.4,1998,Meet the Deedles,4.1,Animation
2.5,1998,Great Expectations,6.4,Comedy
2.5,1998,He Got Game,6.7,Drama
2.5,1998,The Patriot,4.2,Action
2.5,1998,Without Limits,6.4,Drama
2.5,1998,Bride of Chucky,5.5,Horror
2.5,1998,Shakespeare in Love,6.8,Romance
2.6,1998,Ever After: A Cinderella Story,6.8,Drama
2.7,1998,Dark City,7.2,Mystery
2.7,1998,The Newton Boys,5.9,Crime
2.7,1998,Jack Frost,5.5,Comedy
2.8,1998,Blues Brothers 2000,5.2,Music
3,1998,The Replacement Killers,6,Action
3,1998,Bulworth,6.3,Comedy
3,1998,Very Bad Things,6.2,Comedy
3,1998,Elizabeth,7.2,Drama
3,1998,I'll Be Home for Christmas,5.2,Comedy
3,1998,The Rugrats Movie,5.8,Animation
3.3,1998,Knock Off,4.7,Action
3.3,1998,Rush Hour,6.8,Action
3.5,1998,Species II,4.5,Science Fiction
4,1998,Quest for Camelot,6.9,Fantasy
4,1998,Small Soldiers,6.2,Comedy
4.5,1998,Deep Rising,6,Adventure
4.5,1998,Blade,6.5,Horror
4.8,1998,Out of Sight,6.5,Romance
5,1998,Desperate Measures,5.9,Action
5,1998,The Negotiator,6.8,Action
5,1998,Patch Adams,7,Comedy
5.2,1998,The Thin Red Line,7.2,Drama
5.5,1998,City of Angels,6.5,Drama
5.5,1998,Ronin,6.8,Action
6,1998,U.S. Marshals,6.2,Thriller
6,1998,Mercury Rising,6,Action
6,1998,The Horse Whisperer,6.7,Drama
6,1998,The Truman Show,7.8,Comedy
6,1998,A Perfect Murder,6.3,Crime
6,1998,The Avengers,4.4,Thriller
6,1998,Antz,6,Adventure
6,1998,Holy Man,4.9,Drama
6,1998,Psycho,4.8,Horror
6.5,1998,Primary Colors,6.1,Comedy
6.5,1998,I Still Know What You Did Last Summer,5.1,Horror
6.5,1998,You've Got Mail,6.3,Comedy
6.6,1998,The X Files,6.6,Mystery
7,1998,Hard Rain,5.5,Thriller
7,1998,Six Days Seven Nights,5.6,Action
7,1998,Saving Private Ryan,7.9,Drama
7,1998,The Siege,6.1,Drama
7,1998,Star Trek: Insurrection,6.3,Science Fiction
7,1998,The Prince of Egypt,6.9,Adventure
7.1,1998,Doctor Dolittle,5.4,Comedy
7.3,1998,Snake Eyes,5.8,Crime
7.5,1998,Sphere,5.8,Science Fiction
7.5,1998,Deep Impact,5.9,Action
7.5,1998,Practical Magic,6.3,Drama
7.5,1998,Soldier,6.1,Action
8,1998,Lost in Space,5,Adventure
8.5,1998,What Dreams May Come,6.8,Drama
9,1998,Mulan,7.6,Animation
9,1998,Meet Joe Black,6.9,Fantasy
9,1998,Enemy of the State,6.7,Action
9,1998,Babe: Pig in the City,5.3,Adventure
9,1998,Mighty Joe Young,5.9,Action
9.5,1998,The Mask of Zorro,6.3,Action
12,1998,A Bug's Life,6.8,Adventure
13,1998,Godzilla,5.3,Science Fiction
14,1998,Armageddon,6.5,Action
14,1998,Lethal Weapon 4,6.3,Action
3,1999,Lost & Found,4.9,Comedy
3,1999,The Cherry Orchard,0,Drama
3,1999,Fever,6,Drama
3,1999,Absence of the Good,3.3,Thriller
3,1999,Angela's Ashes,7,Drama
3,1999,The Real McCoy,4.5,Music
3,1999,The Blair Witch Project,6.3,Horror
0.0312,1999,Tumbleweeds,6.2,Comedy
0.045,1999,Trick,6.7,Comedy
0.05,1999,Vaali,6,Romance
0.05,1999,Amarkalam,6.6,
0.05,1999,The Delivery,4,Adventure
0.06,1999,Human Traffic,6.8,Comedy
0.07,1999,Naturally Native,0,Drama
0.1,1999,Speedway Junky,5.2,Romance
0.1,1999,Return with Honor,4,Documentary
0.12,1999,But I'm a Cheerleader,6.5,Comedy
0.17,1999,"Happy, Texas",5.5,Comedy
0.2,1999,Boys Don't Cry,7.2,Crime
0.2,1999,Warlock III: The End of Innocence,4.2,Fantasy
0.2,1999,Dreaming of Joseph Lees,6,Romance
0.2053648,1999,Beyond the Mat,7.8,Documentary
0.25,1999,Wishmaster 2: Evil Never Dies,5,Fantasy
0.26,1999,Guinevere,5.9,Drama
0.3,1999,Jawbreaker,5.9,Comedy
0.3,1999,Just Looking,5.8,Drama
0.38,1999,East Is East,6.5,Comedy
0.4,1999,The Loss of Sexual Innocence,5.2,Drama
0.4,1999,The Velocity of Gary,4.2,Drama
0.425,1999,Blackadder Back & Forth,7.1,Comedy
0.5,1999,From Dusk Till Dawn 2: Texas Blood Money,4.4,Crime
0.5,1999,From Dusk Till Dawn 3: The Hangman's Daughter,4.6,Western
0.6,1999,The Boondock Saints,7.2,Action
0.6,1999,Simply Irresistible,5.5,Comedy
0.6,1999,200 Cigarettes,6.1,Comedy
0.6,1999,The Virgin Suicides,7.1,Drama
0.6,1999,The Wood,7.1,Comedy
0.65,1999,Go,7,Crime
0.65,1999,Detroit Rock City,6.7,Comedy
0.7,1999,Outside Providence,5.6,Romance
0.7,1999,In Too Deep,6.3,Drama
0.8,1999,Limbo,7,Adventure
0.8,1999,Drive Me Crazy,5.8,Drama
0.9,1999,The Best Man,6.8,Drama
1,1999,Cookie's Fortune,6.2,Comedy
1,1999,She's All That,5.7,Comedy
1,1999,Office Space,7.4,Comedy
1,1999,The Limey,6.6,Action
1,1999,Drop Dead Gorgeous,6.5,Comedy
1,1999,Black and White,4.6,Drama
1,1999,Simpatico,5.3,Comedy
1,1999,The Straight Story,7.7,Drama
1,1999,Dogma,6.8,Fantasy
1.05,1999,Cruel Intentions,6.6,Drama
1.1,1999,A Midsummer Night's Dream,6.4,Fantasy
1.1,1999,American Pie,6.4,Comedy
1.1,1999,Fortress 2,4.6,Science Fiction
1.2,1999,Breakfast of Champions,5.2,Comedy
1.2,1999,Just the Ticket,5.8,Comedy
1.2,1999,Baby Geniuses,3.3,Science Fiction
1.2,1999,Ravenous,6.8,Comedy
1.2,1999,Tea with Mussolini,5.8,Comedy
1.2,1999,Stir of Echoes,6.5,Horror
1.3,1999,Dick,5.7,Comedy
1.3,1999,Teaching Mrs. Tingle,5.3,Comedy
1.3,1999,Being John Malkovich,7.3,Fantasy
1.4,1999,A Walk on the Moon,6.2,Drama
1.4,1999,An Ideal Husband,6.3,Drama
1.4,1999,Onegin,5.8,Drama
1.5,1999,eXistenZ,6.7,Action
1.5,1999,Eye of the Beholder,5.3,Drama
1.5,1999,American Beauty,7.9,Drama
1.5,1999,Inferno,5.1,Action
1.6,1999,10 Things I Hate About You,7.3,Comedy
1.6,1999,The Thirteenth Floor,6.8,Thriller
1.7,1999,Deuce Bigalow: Male Gigolo,5.4,Comedy
1.9,1999,House on Haunted Hill,5.5,Horror
2,1999,Beowulf,4.4,Action
2,1999,Joan of Arc,6.7,Drama
2,1999,Three to Tango,5.4,Comedy
2,1999,Jesus,5.4,History
2.1,1999,Alice in Wonderland,6.1,Fantasy
2.1,1999,The Rage: Carrie 2,5.1,Horror
2.1,1999,"South Park: Bigger, Longer & Uncut",7.1,Animation
2.15,1999,Arlington Road,7,Drama
2.3,1999,Animal Farm,5.9,Family
2.3,1999,Anywhere But Here,5.9,Drama
2.3,1999,The End of the Affair,6.6,Drama
2.4,1999,Muppets from Space,5.8,Fantasy
2.4,1999,The Cider House Rules,6.9,Drama
2.4,1999,Play It to the Bone,5.7,Comedy
2.5,1999,The Corruptor,6.1,Action
2.5,1999,The King and I,5,Animation
2.5,1999,Never Been Kissed,5.8,Romance
2.5,1999,Idle Hands,6.1,Thriller
2.5,1999,Brokedown Palace,6.2,Drama
2.7,1999,Lake Placid,5.5,Horror
2.7,1999,Music of the Heart,6.3,Drama
2.8,1999,"Mystery, Alaska",6,Drama
2.9,1999,Stigmata,6,Horror
3,1999,Gloria,5.5,Drama
3,1999,Wing Commander,4,Action
3.2,1999,Bringing Out the Dead,6.6,Drama
3.3,1999,Pushing Tin,5.7,Comedy
3.3,1999,Austin Powers: The Spy Who Shagged Me,6.1,Adventure
3.42,1999,Big Daddy,6.2,Comedy
3.5,1999,Blast from the Past,6.3,Comedy
3.5,1999,The Other Sister,6,Comedy
3.7,1999,Magnolia,7.5,Drama
3.8,1999,The Deep End of the Ocean,6,Drama
3.8,1999,The Ninth Gate,6.3,Horror
3.8,1999,Ride with the Devil,6.6,Drama
4,1999,8MM,6.1,Thriller
4,1999,The Sixth Sense,7.7,Mystery
4,1999,"Girl, Interrupted",7.6,Drama
4,1999,The Talented Mr. Ripley,7.1,Thriller
4.2,1999,Notting Hill,7,Romance
4.5,1999,Universal Soldier: The Return,4.2,Action
4.5,1999,Galaxy Quest,6.9,Comedy
4.8,1999,The Thomas Crown Affair,6.7,Drama
5,1999,The Mod Squad,4.1,Action
5,1999,For Love of the Game,6.3,Drama
5,1999,The Hurricane,7.2,Drama
5,1999,The Story of Us,5.9,Comedy
5.1,1999,The Bachelor,4.5,Comedy
5.5,1999,Bowfinger,6,Comedy
5.5,1999,Any Given Sunday,6.8,Drama
6,1999,The General's Daughter,6.1,Crime
6,1999,Deep Blue Sea,5.6,Action
6,1999,The Green Mile,8.2,Fantasy
6.3,1999,The Matrix,7.9,Action
6.3,1999,Fight Club,8.3,Drama
6.4,1999,Random Hearts,5.3,Drama
6.5,1999,My Favorite Martian,5.1,Comedy
6.5,1999,Eyes Wide Shut,7.1,Mystery
6.5,1999,Blue Streak,6.1,Action
6.6,1999,Entrapment,6,Romance
6.8,1999,Mystery Men,5.7,Adventure
7,1999,Runaway Bride,5.8,Comedy
7,1999,The Iron Giant,7.6,Adventure
7,1999,Dudley Do-Right,3.8,Comedy
7,1999,Chill Factor,5.3,Action
7,1999,Double Jeopardy,6.2,Crime
7.3,1999,The Bone Collector,6.5,Drama
7.5,1999,Virus,5,Horror
7.5,1999,Forces of Nature,5.1,Romance
7.5,1999,The Out-of-Towners,5.1,Comedy
7.5,1999,Inspector Gadget,4.3,Action
7.5,1999,The Astronaut's Wife,5.5,Drama
7.5,1999,Three Kings,6.6,Action
7.5,1999,Anna and the King,6.4,Drama
8,1999,Message in a Bottle,5.9,Romance
8,1999,Analyze This,6.4,Comedy
8,1999,Edtv,5.7,Comedy
8,1999,Life,6.4,Comedy
8,1999,The Mummy,6.6,Adventure
8,1999,Instinct,6.3,Drama
8,1999,The Haunting,5.2,Horror
8,1999,Fantasia 2000,7,Animation
8.2,1999,Man on the Moon,6.9,Comedy
9,1999,Payback,6.7,Drama
9,1999,The Insider,7.3,Drama
9,1999,Toy Story 2,7.3,Animation
10,1999,Sleepy Hollow,6.9,Drama
10,1999,End of Days,5.5,Action
10,1999,Bicentennial Man,6.9,Comedy
11.5,1999,Star Wars: Episode I - The Phantom Menace,6.4,Adventure
13.3,1999,Stuart Little,5.8,Animation
13.5,1999,The World Is Not Enough,6,Adventure
15,1999,Tarzan,7.1,Adventure
16,1999,The 13th Warrior,6.4,Adventure
17,1999,Wild Wild West,5.1,Action
3,2000,Second Skin,4,Drama
3,2000,Pollock,6.6,Drama
3,2000,Subconscious Cruelty,5.8,Horror
0.012,2000,Vulgar,5.3,Drama
0.015,2000,The Dead Hate the Living!,3.9,Horror
0.015,2000,Killjoy,2.2,Horror
0.02,2000,Trois,4.5,Drama
0.05,2000,Mugavari,7.5,Drama
0.05,2000,The Irrefutable Truth About Demons,6.2,Horror
0.0555,2000,Waydowntown,6,Comedy
0.1,2000,The Broken Hearts Club: A Romantic Comedy,6.3,Comedy
0.1,2000,The Debut,5.3,Drama
0.1,2000,Panic,6.8,Comedy
0.11,2000,Anne Of Green Gables: The Continuing Story,6.2,Drama
0.12,2000,Poor White Trash,3.9,Crime
0.15,2000,Psycho Beach Party,6,Comedy
0.185,2000,Sacred Flesh,3.7,Drama
0.2,2000,Jill Rips,4,Thriller
0.2,2000,Hamlet,6,Drama
0.2,2000,Hellraiser: Inferno,5.3,Crime
0.3,2000,Committed,4.4,Comedy
0.3,2000,Whipped,3.1,Comedy
0.31,2000,Azzurro,0,
0.35,2000,Spanish Judges,5.5,Crime
0.4,2000,They Nest,4.7,Science Fiction
0.4,2000,Timecode,5.9,Drama
0.45,2000,Requiem for a Dream,7.9,Crime
0.5,2000,Bruiser,5.4,Mystery
0.5,2000,Billy Elliot,7.4,Drama
0.5,2000,Ginger Snaps,6.6,Drama
0.5,2000,Sexy Beast,7,Crime
0.5,2000,Shriek If You Know What I Did Last Friday the Thirteenth,4.8,Comedy
0.55,2000,Digimon: The Movie,6.2,Fantasy
0.6,2000,3 Strikes,5.9,Action
0.7,2000,My Dog Skip,6.5,Comedy
0.7,2000,American Psycho,7.3,Thriller
0.7,2000,The Big Kahuna,6.8,Comedy
0.8,2000,The Million Dollar Hotel,5.9,Drama
0.8,2000,Shadow of the Vampire,6.6,Drama
0.8,2000,Woman on Top,5.5,Comedy
0.85,2000,Waking the Dead,6.5,Drama
0.85,2000,The Way of the Gun,6.4,Action
0.9,2000,Down to You,4.9,Comedy
0.9,2000,Memento,8.1,Mystery
0.9,2000,The Contender,6.7,Drama
1,2000,Saving Grace,6.3,Crime
1,2000,Gun Shy,5.4,Action
1,2000,Bruno,7.4,Comedy
1,2000,Cecil B. Demented,6.2,Thriller
1,2000,Price of Glory,3.4,Drama
1,2000,Snatch,7.7,Thriller
1,2000,Slow Burn,3.4,Adventure
1,2000,Tigerland,6.7,Drama
1,2000,The House of Mirth,6.4,Drama
1,2000,The Crow: Salvation,4.9,Action
1,2000,The Gift,6.4,Horror
1.1,2000,Next Friday,6.5,Comedy
1.2,2000,Dr. T and the Women,4.6,Comedy
1.28,2000,Dancer in the Dark,7.7,Drama
1.3,2000,Love's Labour's Lost,5.4,Comedy
1.3,2000,"Dude, Where’s My Car?",5.3,Comedy
1.35,2000,Quills,6.8,Drama
1.4,2000,Gossip,5.6,Drama
1.4,2000,Urban Legends: Final Cut,4.4,Horror
1.5,2000,Whatever It Takes,5.1,Drama
1.5,2000,The Skulls,5.7,Crime
1.5,2000,Heavy Metal 2000,5.2,Action
1.5,2000,Where the Heart Is,6.9,Comedy
1.5,2000,The Golden Bowl,6.5,Romance
1.5,2000,The In Crowd,4.7,Thriller
1.6,2000,Drowning Mona,5.4,Comedy
1.6,2000,Road Trip,5.9,Comedy
1.6,2000,Boys and Girls,5.4,Comedy
1.6,2000,The Weight of Water,5.6,Crime
1.8,2000,Center Stage,6.8,Drama
1.9,2000,Scary Movie,6,Comedy
2,2000,Forever Lulu,5.1,Drama
2,2000,Love & Basketball,7.5,Action
2,2000,Chain of Fools,5.9,Action
2,2000,Frank Herbert's Dune,6.7,Action
2.1,2000,The King Is Dancing,7.2,Drama
2.2,2000,The Little Vampire,6,Family
2.3,2000,Pitch Black,6.7,Thriller
2.3,2000,Final Destination,6.4,Horror
2.4,2000,Ready to Rumble,4.7,Action
2.4,2000,Return to Me,6.1,Romance
2.4,2000,Nuremberg,7.6,TV Movie
2.4,2000,Nurse Betty,5.9,Comedy
2.4,2000,The Ladies Man,5.7,Comedy
2.5,2000,The Next Best Thing,4.3,Comedy
2.5,2000,Romeo Must Die,6,Action
2.5,2000,Highlander: Endgame,4.4,Action
2.5,2000,Under Suspicion,6.4,Mystery
2.5,2000,Chocolat,6.8,Comedy
2.6,2000,Boiler Room,6.5,Crime
2.6,2000,"O Brother, Where Art Thou?",7.3,Action
2.6,2000,2001: A Space Travesty,4.1,Comedy
2.8,2000,Bring It On,5.8,Comedy
2.8,2000,Dracula 2000,4.6,Thriller
3,2000,The Tigger Movie,6.3,Animation
3,2000,High Fidelity,7,Comedy
3,2000,Keeping the Faith,5.9,Comedy
3,2000,Big Momma's House,5.6,Crime
